target,model,trial,params_json,val_auroc
rv_systolic_dysfunction_moderate_or_greater_flag,HistGradientBoostingClassifier,36,"{""learning_rate"": 0.01633663044796513, ""max_iter"": 367, ""max_leaf_nodes"": 72, ""min_samples_leaf"": 174, ""l2_regularization"": 1.7990644164594302e-08, ""max_bins"": 216}",0.8416293115771847
rv_systolic_dysfunction_moderate_or_greater_flag,HistGradientBoostingClassifier,37,"{""learning_rate"": 0.01962111431726336, ""max_iter"": 485, ""max_leaf_nodes"": 105, ""min_samples_leaf"": 122, ""l2_regularization"": 3.3351327111663626e-06, ""max_bins"": 237}",0.8426478546776399
rv_systolic_dysfunction_moderate_or_greater_flag,HistGradientBoostingClassifier,38,"{""learning_rate"": 0.01010995970895045, ""max_iter"": 480, ""max_leaf_nodes"": 59, ""min_samples_leaf"": 130, ""l2_regularization"": 2.472755288646948e-08, ""max_bins"": 213}",0.8338444130741112
rv_systolic_dysfunction_moderate_or_greater_flag,HistGradientBoostingClassifier,39,"{""learning_rate"": 0.03697285705937335, ""max_iter"": 408, ""max_leaf_nodes"": 87, ""min_samples_leaf"": 127, ""l2_regularization"": 4.1860740697930224e-08, ""max_bins"": 252}",0.844613464169747
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,0,"{""C"": 0.017670169402947963, ""penalty_solver"": ""l2_lbfgs"", ""class_weight"": ""balanced""}",0.8355780423550554
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,1,"{""C"": 0.4042872735027334, ""penalty_solver"": ""l1_liblinear"", ""class_weight"": ""balanced""}",0.8368352666081238
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,2,"{""C"": 0.006690421166498805, ""penalty_solver"": ""l1_saga"", ""class_weight"": ""balanced""}",0.8374913206853596
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,3,"{""C"": 0.054502936945582565, ""penalty_solver"": ""l2_lbfgs"", ""class_weight"": null}",0.8316034267976392
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,4,"{""C"": 0.0002456459215250753, ""penalty_solver"": ""l2_liblinear"", ""class_weight"": null}",0.8328459727980068
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,5,"{""C"": 0.0005397956855996448, ""penalty_solver"": ""l1_liblinear"", ""class_weight"": ""balanced""}",0.8311924357220167
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,6,"{""C"": 0.1906609163818847, ""penalty_solver"": ""l2_liblinear"", ""class_weight"": ""balanced""}",0.8365838217575101
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,7,"{""C"": 0.0003395900933162753, ""penalty_solver"": ""l1_saga"", ""class_weight"": null}",0.8054161476096147
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,8,"{""C"": 0.0048484961838732915, ""penalty_solver"": ""elasticnet_saga"", ""l1_ratio"": 0.7722447692966574, ""class_weight"": null}",0.8337349643637552
rv_systolic_dysfunction_moderate_or_greater_flag,LogisticRegression,9,"{""C"": 7.812113973534931, ""penalty_solver"": ""l1_liblinear"", ""class_weight"": ""balanced""}",0.8379342210059836
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,0,"{""learning_rate"": 0.03574712922600244, ""max_iter"": 478, ""max_leaf_nodes"": 95, ""min_samples_leaf"": 122, ""l2_regularization"": 2.5361081166471375e-07, ""max_bins"": 66}",0.8554898716078415
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,1,"{""learning_rate"": 0.012184186502221764, ""max_iter"": 440, ""max_leaf_nodes"": 79, ""min_samples_leaf"": 143, ""l2_regularization"": 1.5320059381854043e-08, ""max_bins"": 249}",0.8584565360971398
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,2,"{""learning_rate"": 0.16967533607196555, ""max_iter"": 145, ""max_leaf_nodes"": 29, ""min_samples_leaf"": 40, ""l2_regularization"": 5.472429642032198e-06, ""max_bins"": 149}",0.8401194649479973
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,3,"{""learning_rate"": 0.04345454109729477, ""max_iter"": 181, ""max_leaf_nodes"": 81, ""min_samples_leaf"": 32, ""l2_regularization"": 4.258943089524393e-06, ""max_bins"": 114}",0.8571664453008759
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,4,"{""learning_rate"": 0.04717052037625178, ""max_iter"": 404, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 105, ""l2_regularization"": 0.0021465011216654484, ""max_bins"": 42}",0.8518572952729331
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,5,"{""learning_rate"": 0.07896186801026692, ""max_iter"": 126, ""max_leaf_nodes"": 14, ""min_samples_leaf"": 190, ""l2_regularization"": 4.905556676028774, ""max_bins"": 213}",0.8568470979307742
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,6,"{""learning_rate"": 0.028180680291847244, ""max_iter"": 94, ""max_leaf_nodes"": 89, ""min_samples_leaf"": 91, ""l2_regularization"": 1.254134495897175e-07, ""max_bins"": 142}",0.86088021933358
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,7,"{""learning_rate"": 0.011240768803005551, ""max_iter"": 460, ""max_leaf_nodes"": 38, ""min_samples_leaf"": 134, ""l2_regularization"": 6.388511557344611e-06, ""max_bins"": 148}",0.8449101291179482
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,8,"{""learning_rate"": 0.06420330336297862, ""max_iter"": 133, ""max_leaf_nodes"": 124, ""min_samples_leaf"": 156, ""l2_regularization"": 2.854239907497756, ""max_bins"": 232}",0.8577026222773821
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,9,"{""learning_rate"": 0.0764136186923332, ""max_iter"": 465, ""max_leaf_nodes"": 17, ""min_samples_leaf"": 43, ""l2_regularization"": 2.5529693461039728e-08, ""max_bins"": 104}",0.850260558422424
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,10,"{""learning_rate"": 0.023479373295426268, ""max_iter"": 80, ""max_leaf_nodes"": 54, ""min_samples_leaf"": 146, ""l2_regularization"": 5.89810436186863e-08, ""max_bins"": 109}",0.8512163324406122
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,11,"{""learning_rate"": 0.021594154863220496, ""max_iter"": 458, ""max_leaf_nodes"": 94, ""min_samples_leaf"": 125, ""l2_regularization"": 1.0357532953314099e-08, ""max_bins"": 247}",0.8530117541605882
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,12,"{""learning_rate"": 0.023396404513716218, ""max_iter"": 191, ""max_leaf_nodes"": 69, ""min_samples_leaf"": 88, ""l2_regularization"": 2.6460083517579535e-08, ""max_bins"": 176}",0.8516118877058522
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,13,"{""learning_rate"": 0.021060756786468147, ""max_iter"": 209, ""max_leaf_nodes"": 68, ""min_samples_leaf"": 134, ""l2_regularization"": 2.9562071256531416e-05, ""max_bins"": 246}",0.850593514345229
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,14,"{""learning_rate"": 0.016824565798909574, ""max_iter"": 389, ""max_leaf_nodes"": 93, ""min_samples_leaf"": 81, ""l2_regularization"": 2.275369823414671e-06, ""max_bins"": 226}",0.8488461761781376
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,15,"{""learning_rate"": 0.02520788235884981, ""max_iter"": 67, ""max_leaf_nodes"": 104, ""min_samples_leaf"": 113, ""l2_regularization"": 5.399427108866805e-08, ""max_bins"": 148}",0.8510444110581286
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,16,"{""learning_rate"": 0.01866920662023732, ""max_iter"": 262, ""max_leaf_nodes"": 94, ""min_samples_leaf"": 148, ""l2_regularization"": 1.7038758736334523e-08, ""max_bins"": 170}",0.8518269028385628
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,17,"{""learning_rate"": 0.020514166192293504, ""max_iter"": 89, ""max_leaf_nodes"": 99, ""min_samples_leaf"": 56, ""l2_regularization"": 1.9784768252572277e-07, ""max_bins"": 139}",0.8496118840769047
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,18,"{""learning_rate"": 0.010760818822800063, ""max_iter"": 367, ""max_leaf_nodes"": 67, ""min_samples_leaf"": 165, ""l2_regularization"": 2.651540476879541e-07, ""max_bins"": 215}",0.8515220712580108
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,19,"{""learning_rate"": 0.014179010072595612, ""max_iter"": 366, ""max_leaf_nodes"": 56, ""min_samples_leaf"": 128, ""l2_regularization"": 4.803255358261851e-07, ""max_bins"": 168}",0.8492616906540089
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,20,"{""learning_rate"": 0.019920881116391276, ""max_iter"": 81, ""max_leaf_nodes"": 77, ""min_samples_leaf"": 107, ""l2_regularization"": 2.6526304628211544e-08, ""max_bins"": 199}",0.8505254715817131
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,21,"{""learning_rate"": 0.027585271733327504, ""max_iter"": 280, ""max_leaf_nodes"": 78, ""min_samples_leaf"": 61, ""l2_regularization"": 1.0188642383297068e-07, ""max_bins"": 82}",0.8492653196013965
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,22,"{""learning_rate"": 0.019863440666747136, ""max_iter"": 75, ""max_leaf_nodes"": 110, ""min_samples_leaf"": 146, ""l2_regularization"": 2.6719010958042067e-08, ""max_bins"": 244}",0.8525799094214732
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,23,"{""learning_rate"": 0.08363260182732044, ""max_iter"": 53, ""max_leaf_nodes"": 75, ""min_samples_leaf"": 41, ""l2_regularization"": 4.645405936624419e-07, ""max_bins"": 103}",0.8484234038074916
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,24,"{""learning_rate"": 0.05396844283693214, ""max_iter"": 87, ""max_leaf_nodes"": 88, ""min_samples_leaf"": 120, ""l2_regularization"": 1.8455087306410886e-06, ""max_bins"": 96}",0.8575025765526452
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,25,"{""learning_rate"": 0.06127010118769567, ""max_iter"": 107, ""max_leaf_nodes"": 75, ""min_samples_leaf"": 108, ""l2_regularization"": 2.1557947165919954e-08, ""max_bins"": 153}",0.8577452624091856
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,26,"{""learning_rate"": 0.01634894158359955, ""max_iter"": 493, ""max_leaf_nodes"": 86, ""min_samples_leaf"": 167, ""l2_regularization"": 1.4477053818417671e-08, ""max_bins"": 197}",0.8529487011997301
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,27,"{""learning_rate"": 0.01970320429250551, ""max_iter"": 392, ""max_leaf_nodes"": 101, ""min_samples_leaf"": 155, ""l2_regularization"": 6.648439464793664e-08, ""max_bins"": 225}",0.8533174929779869
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,28,"{""learning_rate"": 0.016790407881137514, ""max_iter"": 173, ""max_leaf_nodes"": 100, ""min_samples_leaf"": 121, ""l2_regularization"": 3.9269506468980463e-07, ""max_bins"": 209}",0.8511618982297995
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,29,"{""learning_rate"": 0.03405539053209155, ""max_iter"": 61, ""max_leaf_nodes"": 69, ""min_samples_leaf"": 101, ""l2_regularization"": 3.8092985819815553e-06, ""max_bins"": 139}",0.8515697011924721
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,30,"{""learning_rate"": 0.04631724530296978, ""max_iter"": 108, ""max_leaf_nodes"": 80, ""min_samples_leaf"": 49, ""l2_regularization"": 8.067503753982177e-07, ""max_bins"": 166}",0.8575338762238627
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,31,"{""learning_rate"": 0.057320734581442934, ""max_iter"": 67, ""max_leaf_nodes"": 81, ""min_samples_leaf"": 134, ""l2_regularization"": 1.3429499705895918e-08, ""max_bins"": 161}",0.8534962186368222
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,32,"{""learning_rate"": 0.05321371002812017, ""max_iter"": 133, ""max_leaf_nodes"": 67, ""min_samples_leaf"": 73, ""l2_regularization"": 6.847002185887874e-08, ""max_bins"": 119}",0.860165770316662
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,33,"{""learning_rate"": 0.07813356402033006, ""max_iter"": 54, ""max_leaf_nodes"": 59, ""min_samples_leaf"": 90, ""l2_regularization"": 8.844001500319363e-07, ""max_bins"": 145}",0.8533678446229886
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,34,"{""learning_rate"": 0.055098317058563, ""max_iter"": 178, ""max_leaf_nodes"": 76, ""min_samples_leaf"": 88, ""l2_regularization"": 4.115137453384958e-08, ""max_bins"": 181}",0.851301612704219
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,35,"{""learning_rate"": 0.024537098131548266, ""max_iter"": 136, ""max_leaf_nodes"": 84, ""min_samples_leaf"": 88, ""l2_regularization"": 3.708130104740798e-07, ""max_bins"": 165}",0.8508520768465898
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,36,"{""learning_rate"": 0.029375564684168957, ""max_iter"": 126, ""max_leaf_nodes"": 71, ""min_samples_leaf"": 116, ""l2_regularization"": 6.339073707147689e-08, ""max_bins"": 162}",0.8563512929939543
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,37,"{""learning_rate"": 0.012833071516456847, ""max_iter"": 454, ""max_leaf_nodes"": 91, ""min_samples_leaf"": 141, ""l2_regularization"": 7.441353152393583e-08, ""max_bins"": 249}",0.8527781406725166
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,38,"{""learning_rate"": 0.061965566996120276, ""max_iter"": 63, ""max_leaf_nodes"": 55, ""min_samples_leaf"": 65, ""l2_regularization"": 2.3645441576559964e-08, ""max_bins"": 112}",0.8562859719409789
aortic_stenosis_moderate_or_greater_flag,HistGradientBoostingClassifier,39,"{""learning_rate"": 0.054792290303932976, ""max_iter"": 158, ""max_leaf_nodes"": 69, ""min_samples_leaf"": 60, ""l2_regularization"": 3.625407594134729e-08, ""max_bins"": 122}",0.8562601156908428
aortic_stenosis_moderate_or_greater_flag,LogisticRegression,0,"{""C"": 0.017670169402947963, ""penalty_solver"": ""l2_lbfgs"", ""class_weight"": ""balanced""}",0.8620909269057417
aortic_stenosis_moderate_or_greater_flag,LogisticRegression,1,"{""C"": 0.4042872735027334, ""penalty_solver"": ""l1_liblinear"", ""class_weight"": ""balanced""}",0.8624474709865656
